_id,Institution Name,Institution Address,Outbreak Setting,Type of Outbreak,Causative Agent-1,Causative Agent-2,Date Outbreak Began,Date Declared Over,Active,Year,Causative Agent - 1,Causative Agent - 2
617,Fairview Nursing Home - 1st Fl,14 Cross St,LTCH,Respiratory,COVID-19,,2024-05-20,2024-05-28,N,2024,,
618,Sunnybrook Health Sciences Centre - RCC - A3S,200 Church St,Hospital-Chronic Care,Respiratory,Rhinovirus,,2024-05-20,2024-05-28,N,2024,,
619,The Kensington Gardens - 3 East Unit,25 Brunswick Ave,LTCH,Respiratory,COVID-19,,2024-05-18,2024-05-24,N,2024,,
620,"Scarborough Retirement Residence - 2nd, 4th, 5th & 7th Fl",148 Markham Rd,Retirement Home,Respiratory,COVID-19,,2024-05-17,2024-06-03,N,2024,,
621,Humber Meadows LTCH - Aster North,2109 Finch Ave W,LTCH,Respiratory,Parainfluenza,,2024-05-17,2024-05-27,N,2024,,
622,Delmanor Northtown,5351 Yonge St,Retirement Home,Respiratory,COVID-19,,2024-05-17,2024-05-29,N,2024,,
623,Toronto East Health Network - Michael Garron Hospital - A3,825 Coxwell Ave,Hospital-Acute Care,Respiratory,COVID-19,,2024-05-17,2024-05-24,N,2024,,
624,Cummer Lodge - 2S,205 Cummer Ave,LTCH,Respiratory,COVID-19,,2024-05-16,2024-05-24,N,2024,,
625,William Osler Health System - Etobicoke - 10E Medicine Unit,101 Humber College Blvd,Hospital-Acute Care,Respiratory,COVID-19,,2024-05-15,2024-05-24,N,2024,,
626,Midland Gardens Care Community - 4th Fl,130 Midland Ave,LTCH,Respiratory,Parainfluenza,,2024-05-15,2024-05-30,N,2024,,
627,Weston Terrace Care Community - 4A,2005 Lawrence Ave W,LTCH,Respiratory,COVID-19,,2024-05-15,2024-05-27,N,2024,,
628,Scarborough Health Network - Scarborough General - T7,3050 Lawrence Ave E,Hospital-Acute Care,Respiratory,COVID-19,,2024-05-15,2024-05-31,N,2024,,
629,Mon Sheong Home for the Aged - 5th Fl,36 D'Arcy St,LTCH,Respiratory,COVID-19,,2024-05-15,2024-05-25,N,2024,,
630,"Villa Colombo Homes for the Aged - 2 Fidani, 2 Fusco West, 2 Fusco North, 2 Fusco South, 3 Fusco West, 5 Fusco South, 5 Fusco North & 5 Fusco West",40 Playfair Ave,LTCH,Respiratory,COVID-19,,2024-05-15,2024-06-07,N,2024,,
631,West Park Long Term Care Centre - Hughes/Prittie,82 Buttonwood Ave,LTCH,Respiratory,COVID-19,,2024-05-15,2024-05-25,N,2024,,
632,Sunnybrook Health Sciences Centre - Sunnybrook Veterans Centre - LTSE,2075 Bayview Ave,LTCH,Respiratory,COVID-19,,2024-05-14,2024-05-23,N,2024,,
633,Sherbourne Place - 4th Fl,345 Sherbourne St,LTCH,Respiratory,COVID-19,,2024-05-14,2024-05-23,N,2024,,
634,North York General Hospital - 5W,4001 Leslie St,Hospital-Acute Care,Respiratory,COVID-19,,2024-05-14,2024-05-23,N,2024,,
635,Age Care Westbury - 3rd & 6th Fl,495 The West Mall,LTCH,Respiratory,Coronavirus*,,2024-05-14,2024-05-31,N,2024,,
636,Dom Lipa - K Wing,52 Neilson Drive,LTCH,Respiratory,COVID-19,,2024-05-14,2024-05-27,N,2024,,
637,Copernicus Lodge - 6 South,66 Roncesvalles Ave,LTCH,Respiratory,COVID-19,,2024-05-14,2024-05-21,N,2024,,
638,The Heritage Nursing Home - 2nd & 4th Fl,1195 Queen St E,LTCH,Respiratory,COVID-19,,2024-05-13,2024-06-06,N,2024,,
639,Chartwell Gibson Long Term Care Residence - 4th Fl,1925 Steeles Ave E,LTCH,Respiratory,COVID-19,,2024-05-13,2024-05-27,N,2024,,
640,RCC Finch Site - Mackenzie Health - 4 East,2111 Finch Ave W,Hospital-Chronic Care,Respiratory,Coronavirus*,,2024-05-13,2024-05-20,N,2024,,
641,Cedarbrook Lodge Retirement Residence - 3rd & 4th Fl,520 Markham Rd,Retirement Home,Respiratory,Enterovirus/ Rhinovirus,,2024-05-13,2024-05-23,N,2024,,
642,Runnymede Healthcare Centre - 3E,625 Runnymede Rd,Hospital-Chronic Care,Respiratory,Parainfluenza,,2024-05-13,2024-05-20,N,2024,,
643,Fieldstone Commons Care Community - 4A,1000 Ellesmere Rd,LTCH,Respiratory,COVID-19,,2024-05-12,2024-05-27,N,2024,,
644,Sunnybrook Health Sciences Centre - Bayview Campus - C2,2075 Bayview Ave,Hospital-Acute Care,Respiratory,COVID-19,,2024-05-12,2024-05-20,N,2024,,
645,Valleyview Residence - 2E,541 Finch Ave W,LTCH,Respiratory,COVID-19,,2024-05-12,2024-05-27,N,2024,,
646,Harmony Hills Care Community - Unit 3B,1800 O'Connor Dr,LTCH,Respiratory,Parainfluenza,,2024-05-11,2024-05-23,N,2024,,
647,Trillium Health Partners - Queensway - Orthopedic Unit,150 Sherway Drive,Hospital-Acute Care,Respiratory,COVID-19,,2024-05-09,2024-05-13,N,2024,,
648,Gibson Long-Term Care Residence - 2nd & 4th Fl,1925 Steeles Ave E,LTCH,Respiratory,Parainfluenza,Coronavirus*,2024-05-09,2024-06-03,N,2024,,
649,Age Care Trilogy - 1st Fl Oakview,340 McCowan Rd,LTCH,Respiratory,Metapneumovirus,,2024-05-09,2024-05-18,N,2024,,
650,Copernicus Lodge - 2 North,66 Roncesvalles Ave,LTCH,Respiratory,Coronavirus*,,2024-05-09,2024-05-17,N,2024,,
651,Fairview Nursing Home - 2nd & 3rd Fl,14 Cross St,LTCH,Respiratory,Metapneumovirus,Rhinovirus,2024-05-08,2024-05-16,N,2024,,
652,University Health Network - Toronto General - 7MA,200 Elizabeth St,Hospital-Acute Care,Respiratory,COVID-19,,2024-05-08,2024-05-14,N,2024,,
653,Wesburn Manor - 4 North,400 The West Mall,LTCH,Respiratory,Unable to identify,,2024-05-08,2024-05-19,N,2024,,
654,Kipling Acres - 3 North East Smithfield,2233 Kipling Ave,LTCH,Respiratory,COVID-19,,2024-05-07,2024-05-10,N,2024,,
655,Cedarbrook Lodge Retirement Residence - 4th Fl,520 Markham Rd,Retirement Home,Respiratory,COVID-19,,2024-05-07,2024-05-22,N,2024,,
656,Cedarbrook Lodge - Transitional Care Unit - 5th Fl Bayshore,520 Markham Rd,Transitional Care,Respiratory,COVID-19,,2024-05-07,2024-05-21,N,2024,,
657,Sinai Health System - Hennick Bridgepoint - 3N,1 Bridgepoint Dr,Hospital-Chronic Care,Respiratory,COVID-19,,2024-05-06,2024-05-13,N,2024,,
658,McNicoll Manor/Moll Berczy Haus,1020 McNicoll Ave,Retirement Home,Respiratory,COVID-19,,2024-05-06,2024-05-22,N,2024,,
659,"New Horizons Tower - 6th, 9th, 14th, 15th & 16th Fl",1140 Bloor St W,Retirement Home,Respiratory,COVID-19,,2024-05-06,2024-05-21,N,2024,,
660,Bendale Acres - 2 West,2920 Lawrence Ave E,LTCH,Respiratory,COVID-19,,2024-05-06,2024-05-13,N,2024,,
661,The Claremont - 3rd Fl,305 Balliol St,Retirement Home,Respiratory,COVID-19,,2024-05-06,2024-05-13,N,2024,,
662,"Copernicus Lodge - 2 North, 2 South & 3 South",66 Roncesvalles Ave,LTCH,Enteric,Norovirus,,2024-05-05,2024-05-27,N,2024,,
663,Cummer Lodge - Unit 4S,205 Cummer Ave,LTCH,Respiratory,Influenza A (Not subtyped),"Coronavirus*, Enterovirus/ Rhinovirus",2024-05-03,2024-05-14,N,2024,,
664,Sunnybrook Health Sciences Centre - Sunnybrook Veterans Centre - LGSE,2075 Bayview Ave,LTCH,Respiratory,COVID-19,,2024-05-03,2024-05-15,N,2024,,
665,The Village of Humber Heights - 1st Fl (Lambton) & East Wing,2245 Lawrence Ave W,LTCH,Respiratory,COVID-19,,2024-05-03,2024-06-09,N,2024,,
666,Hawthorne Place Care Centre - Honeysuckle Unit & 1st Fl Convalescent,2045 Finch Ave W,LTCH,Respiratory,Parainfluenza,,2024-05-02,2024-05-26,N,2024,,
667,Queens Estate Retirement Residence - 3rd & 4th Fl,265 Queens Dr,Retirement Home,Respiratory,Parainfluenza,,2024-05-02,2024-05-14,N,2024,,
668,Unity Health Toronto - Providence - A5,3276 St. Clair Ave East,Hospital-Chronic Care,Respiratory,COVID-19,,2024-05-02,2024-05-10,N,2024,,
669,Ina Grafton Gage Home - Unit 4,40 Bell Estate Rd,LTCH,Respiratory,Parainfluenza,,2024-05-02,2024-05-17,N,2024,,
670,Hellenic Care for Seniors,215 Tyrrel Ave,LTCH,Respiratory,Rhinovirus,Coronavirus*,2024-05-01,2024-05-14,N,2024,,
671,Hellenic Home for The Aged - 3B,2411 Lawrence Ave E,LTCH,Enteric,Unable to identify,,2024-05-01,2024-05-08,N,2024,,
672,Trillium Health Partners - McCall Centre for Continuing Care - 4th Fl,140 Sherway Dr,Hospital-Chronic Care,Respiratory,Influenza A (Not subtyped),,2024-04-30,2024-05-09,N,2024,,
673,Isabel and Arthur Meighen Manor - Fisher Unit,155 Millwood Rd,LTCH,Respiratory,Coronavirus*,,2024-04-30,2024-05-09,N,2024,,
674,Elm Grove Living Centre - 2nd Fl (East),35 Elm Grove Ave,LTCH,Respiratory,COVID-19,,2024-04-30,2024-05-17,N,2024,,
675,Centre For Addiction And Mental Health - GAU A,1001 Queen St W,Hospital-Psychiatric,Respiratory,Respiratory syncytial virus,,2024-04-29,2024-05-07,N,2024,,
676,Tendercare Living Centre - 2E & 2W,1020 Mcnicoll Ave,LTCH,Respiratory,COVID-19,,2024-04-29,2024-05-15,N,2024,,
677,"The Heritage Nursing Home - 1st, 3rd & 4th Fl",1195 Queen St E,LTCH,Respiratory,Coronavirus*,Rhinovirus,2024-04-29,2024-05-23,N,2024,,
678,Kipling Acres - 3 South East & 3 North East,2233 Kipling Ave,LTCH,Respiratory,Coronavirus*,Metapneumovirus,2024-04-29,2024-05-12,N,2024,,
679,Carefree Lodge - 1st Fl,306 Finch Ave E,LTCH,Respiratory,COVID-19,,2024-04-29,2024-05-07,N,2024,,
680,Labdara Lithuanian Nursing Home - 3rd Fl,5 Ressurection Rd,LTCH,Respiratory,Coronavirus*,Parainfluenza PIV I,2024-04-29,2024-05-21,N,2024,,
681,Tony Stacey Centre for Veterans Care,59 Lawson Rd,LTCH,Respiratory,Coronavirus*,Parainfluenza,2024-04-29,2024-05-15,N,2024,,
682,Trillium Health Partners - McCall Continuing Care - 4th Fl,140 Sherway Dr,Hospital-Chronic Care,Respiratory,COVID-19,,2024-04-27,2024-05-09,N,2024,,
683,University Health Network - Princess Margaret - 15A,610 University Ave,Hospital-Acute Care,Respiratory,COVID-19,,2024-04-27,2024-05-05,N,2024,,
684,St George Care Community - 3rd Fl,225 St. George St,LTCH,Respiratory,Coronavirus*,,2024-04-26,2024-05-06,N,2024,,
685,Baycrest Apotex Centre - Jewish Home for the Aged - 7GS,3560 Bathurst St,LTCH,Respiratory,Metapneumovirus,,2024-04-26,2024-05-05,N,2024,,
686,Unity Health Toronto - St. Joseph's - 4M,30 The Queensway,Hospital-Acute Care,Respiratory,COVID-19,,2024-04-25,2024-05-01,N,2024,,
687,Chester Village LTC - 2E,3555 Danforth Ave,LTCH,Respiratory,COVID-19,,2024-04-25,2024-05-13,N,2024,,
688,Runnymede Healthcare Centre - 4E,625 Runnymede Rd,Hospital-Chronic Care,Respiratory,Metapneumovirus,Parainfluenza,2024-04-25,2024-05-16,N,2024,,
689,Norfinch Care Community - 2A,22 Norfinch Dr,LTCH,Respiratory,Metapneumovirus,,2024-04-23,2024-05-05,N,2024,,
690,The Kensington Gardens (South Building) - S2E,25 Brunswick Ave,LTCH,Respiratory,Parainfluenza,Metapneumovirus,2024-04-23,2024-05-09,N,2024,,
691,Age Care Trilogy Long Term Care - 6th Fl,340 McCowan Rd,LTCH,Respiratory,COVID-19,,2024-04-23,2024-04-30,N,2024,,
692,Midland Gardens Care Community - 3rd & 6th Fl,130 Midland Ave,LTCH,Enteric,Norovirus,,2024-04-22,2024-05-06,N,2024,,
693,Trillium Health Partners - McCall Centre For Continuing Care - 3rd Fl,140 Sherway Dr,Hospital-Chronic Care,Respiratory,Influenza A (Not subtyped),,2024-04-22,2024-05-04,N,2024,,
694,University Health Network - Toronto Western - 8A,399 Bathurst St,Hospital-Acute Care,Respiratory,COVID-19,,2024-04-22,2024-05-07,N,2024,,
695,Extendicare Guildwood,60 Guildwood Pky,LTCH,Respiratory,Metapneumovirus,Parainfluenza,2024-04-22,2024-05-02,N,2024,,
696,Yee Hong Centre - 2 North & 2 South,60 Scottfield Dr,LTCH,Respiratory,Rhinovirus,Enterovirus,2024-04-21,2024-05-09,N,2024,,
697,Centre For Addiction and Mental Health - 3rd Fl (Unit 3-3),1001 Queen St West,Hospital-Psychiatric,Respiratory,COVID-19,,2024-04-20,2024-05-06,N,2024,,
698,Retirement Suites by the Lake,2121 Kingston Rd,Retirement Home,Respiratory,Coronavirus*,,2024-04-19,2024-05-06,N,2024,,
699,Nisbet Lodge - Toronto - 4th Fl,740 Pape Ave,LTCH,Respiratory,COVID-19,,2024-04-19,2024-04-26,N,2024,,
700,Meighen Retirement Residence - 3rd Fl,84 Davisville Ave,Retirement Home,Respiratory,Metapneumovirus,,2024-04-19,2024-04-29,N,2024,,
701,Midland Gardens Care Community - 5th Fl,130 Midland Ave,LTCH,Respiratory,Unable to identify,,2024-04-18,2024-04-27,N,2024,,
702,"Weston Gardens Retirement Residence - 3rd, 4th & 5th Fl",303 Queens Dr,Retirement Home,Respiratory,COVID-19,,2024-04-18,2024-04-29,N,2024,,
703,Kensington Gardens (North Building) - 2 West,45 Brunswick Ave,LTCH,Respiratory,Parainfluenza,,2024-04-18,2024-04-23,N,2024,,
704,Chartwell Avondale Retirement Home,1238 Queen St E,Retirement Home,Enteric,Unable to identify,,2024-04-17,2024-04-27,N,2024,,
705,True Davidson Acres - 3rd Fl,200 Dawes Rd,LTCH,Respiratory,Metapneumovirus,,2024-04-17,2024-04-26,N,2024,,
706,Yee Hong Centre - 2F,2311 McNicoll Ave,LTCH,Enteric,Unable to identify,,2024-04-17,2024-04-24,N,2024,,
707,Presentation Manor,61 Fairfax Cres,Retirement Home,Enteric,Norovirus,,2024-04-17,2024-05-09,N,2024,,
708,Bendale Acres - 1 W,2920 Lawrence Ave E,LTCH,Enteric,Unable to identify,,2024-04-15,2024-04-22,N,2024,,
709,Baycrest Apotex Centre - Jewish Home For The Aged - 6GS,3560 Bathurst St,LTCH,Respiratory,Metapneumovirus,Coronavirus*,2024-04-15,2024-05-02,N,2024,,
710,Christie Gardens - Cedarvale Neighbourhood,600 Melita Cres,Retirement Home,Respiratory,COVID-19,,2024-04-15,2024-04-29,N,2024,,
711,Chartwell Scarlett Heights Retirement Residence,4500 Eglinton Ave W,Retirement Home,Enteric,Norovirus,,2024-04-13,2024-04-30,N,2024,,
712,Centre For Addiction and Mental Health - GAU A,1001 Queen St W,Hospital-Psychiatric,Respiratory,Respiratory syncytial virus,,2024-04-12,2024-04-26,N,2024,,
713,The Wexford Residence,1860 Lawrence Ave E,LTCH,Respiratory,Coronavirus*,"Metapneumovirus, Parainfluenza",2024-04-12,2024-05-06,N,2024,,
714,The Rekai Centres - Sherbourne Place - 4th Fl,345 Sherbourne St,LTCH,Respiratory,Unable to identify,,2024-04-12,2024-04-28,N,2024,,
715,The Donway Place,8 The Donway E,Retirement Home,Respiratory,Influenza A (H1N1),,2024-04-12,2024-04-29,N,2024,,
716,The Village Of Humber Heights Retirement Home,2245 Lawrence Ave W,Retirement Home,Enteric,Unable to identify,,2024-04-11,2024-04-25,N,2024,,
717,Baycrest Apotex Centre - Jewish Home For The Aged - 7RF,3560 Bathurst St,LTCH,Respiratory,Influenza B,,2024-04-11,2024-04-22,N,2024,,
718,Trillium Health Partners - McCall Continuing Care - 3rd Fl,140 Sherway Drive,Hospital-Chronic Care,Respiratory,COVID-19,,2024-04-10,2024-05-07,N,2024,,
719,McCall Centre for Continuing Care - 2nd Fl,140 Sherway Dr,Hospital-Chronic Care,Respiratory,Parainfluenza,,2024-04-09,2024-04-24,N,2024,,
720,Lakeside Long Term Care - 2nd Fl,150 Dunn Ave,LTCH,Respiratory,Rhinovirus,,2024-04-09,2024-04-17,N,2024,,
721,Weston Terrace Care Community - 2B,2005 Lawrence Ave W,LTCH,Respiratory,COVID-19,,2024-04-09,2024-04-19,N,2024,,
722,Castleview Wychwood Towers - 4th Fl,351 Christie St,LTCH,Respiratory,COVID-19,,2024-04-09,2024-05-01,N,2024,,
723,Chartwell Scarlett Heights Retirement Residence - 2nd Fl Memory Living Unit,4005 Eglinton Ave W,Retirement Home,Respiratory,Unable to identify,,2024-04-09,2024-04-17,N,2024,,
724,Bill McMurray Residence,180 Sheridan Ave,Retirement Home,Respiratory,COVID-19,,2024-04-08,2024-04-18,N,2024,,
725,Hawthorne Place Care Centre - 2nd Fl,2045 Finch Ave W,LTCH,Respiratory,COVID-19,,2024-04-08,2024-04-29,N,2024,,
726,Ehatare Nursing Home - 4th Fl,40 Old Kingston Rd,LTCH,Respiratory,COVID-19,,2024-04-08,2024-04-22,N,2024,,
727,Ukrainian Canadian Care Centre - 2nd & 3rd Fl,60 Richview Rd,LTCH,Respiratory,Parainfluenza,,2024-04-08,2024-04-25,N,2024,,
728,West Park Healthcare Centre - 3 West F,82 Buttonwood Ave,Hospital-Chronic Care,Respiratory,Metapneumovirus,,2024-04-06,2024-04-15,N,2024,,
729,"Harold And Grace Baker Centre - 3rd, 4th, 5th & 6th Fl",1 Northwestern Ave,Retirement Home,Enteric,Unable to identify,,2024-04-05,2024-04-19,N,2024,,
730,Craiglee Nursing Home - 3 West,102 Craiglee Dr,LTCH,Respiratory,COVID-19,,2024-04-05,2024-04-23,N,2024,,
731,UHN - Toronto General Hospital - 7MB,200 Elizabeth St,Hospital-Acute Care,Respiratory,Influenza B,,2024-04-05,2024-04-11,N,2024,,
732,Cheltenham Care Community - 3rd Fl North,5935 Bathurst St,LTCH,Respiratory,Metapneumovirus,,2024-04-04,2024-05-02,N,2024,,
733,Bendale Acres - 1 West,2920 Lawrence Ave E,LTCH,Respiratory,Influenza A (Not subtyped),,2024-04-03,2024-04-11,N,2024,,
734,Bendale Acres - 1W & 4th Fl,2920 Lawrence Ave E,LTCH,Respiratory,Unable to identify,,2024-04-03,2024-04-22,N,2024,,
735,Unity Health Toronto - St. Michael's - 8G,30 Bond St,Hospital-Acute Care,Respiratory,COVID-19,,2024-04-03,2024-04-09,N,2024,,
736,Unity Health Toronto - Houses of Providence - 3W (Walnut & Poplar),3276 St. Clair Ave E,LTCH,Respiratory,Parainfluenza,,2024-04-03,2024-04-21,N,2024,,
737,West Park  Healthcare Centre - 3 East A,82 Buttonwood Ave,Hospital-Chronic Care,Respiratory,COVID-19,,2024-04-03,2024-04-10,N,2024,,
738,Centre For Addiction and Mental Health - Unit 1-5,1001 Queen St West,Hospital-Psychiatric,Respiratory,COVID-19,,2024-04-02,2024-04-19,N,2024,,
739,Weston Terrace Care Community - 2A,2005 Lawrence Ave W,LTCH,Enteric,Norovirus,,2024-04-02,2024-04-09,N,2024,,
740,Mon Sheong Scarborugh LTC Centre - 3 North,2030 McNicoll Ave,LTCH,Respiratory,Coronavirus*,,2024-04-02,2024-04-18,N,2024,,
741,The Village Of Humber Heights,2245 Lawrence Ave W,LTCH,Enteric,Unable to identify,,2024-04-02,2024-04-22,N,2024,,
742,West Park Healthcare Centre - 3 East A,82 Buttonwood Ave,Hospital-Chronic Care,Respiratory,Metapneumovirus,,2024-04-02,2024-04-10,N,2024,,
743,West Park Long Term Care Centre - Hughes & Prittie,82 Buttonwood Ave,LTCH,Respiratory,COVID-19,,2024-04-02,2024-04-17,N,2024,,
744,The Kensington Gardens (South Building) - 1E (South) & 3W (South),25 Brunswick Ave,LTCH,Respiratory,Unable to identify,,2024-04-01,2024-04-18,N,2024,,
745,The Kensington Gardens (South Building) - 4W (South),25 Brunswick Ave,LTCH,Enteric,Unable to identify,,2024-04-01,2024-04-15,N,2024,,
746,"Belmont House - 3W, 4W & 5W",55 Belmont St,LTCH,Respiratory,Parainfluenza,,2024-04-01,2024-04-23,N,2024,,
747,Extendicare Rouge Valley - 1st Fl,551 Collins Rd,LTCH,Enteric,Norovirus,,2024-04-01,2024-04-12,N,2024,,
748,Copernicus Lodge,66 Roncesvalles Ave,LTCH,Respiratory,Metapneumovirus,,2024-04-01,2024-04-18,N,2024,,
749,Suomi-Koti Toronto Nursing Home - 7th Fl,795 Eglinton Ave E,LTCH,Respiratory,Metapneumovirus,,2024-04-01,2024-04-15,N,2024,,
750,"Glen Rouge Community - Wing 1,2 3 & 4",92 Island Rd,LTCH,Respiratory,Influenza A (H1),Coronavirus*,2024-04-01,2024-04-23,N,2024,,
751,Harold and Grace Baker Centre LTCH - Wing A,1 Northwestern Ave,LTCH,Respiratory,COVID-19,,2024-03-31,2024-04-11,N,2024,,
752,Harold And Grace Baker Centre - A Wing & C Wing,1 Northwestern Ave,LTCH,Enteric,Norovirus,Clostridium difficile,2024-03-30,2024-04-16,N,2024,,
753,Wesburn Manor - 4th Fl,400 The West Mall,Retirement Home,Respiratory,Metapneumovirus,,2024-03-30,2024-04-10,N,2024,,
754,Extendicare Guildwood,60 Guildwood Pky,LTCH,Respiratory,Parainfluenza,,2024-03-30,2024-04-15,N,2024,,
755,Carefree Lodge,306 Finch Ave E,LTCH,Respiratory,Coronavirus*,,2024-03-29,2024-04-13,N,2024,,
756,Leaside Retirement Residence - 2nd Fl,14 William Morgan Dr,Retirement Home,Respiratory,COVID-19,,2024-03-28,2024-04-11,N,2024,,
757,RCC Church Site - St. Joseph's Health Centre - 4B,200 Church St,Hospital-Chronic Care,Respiratory,Respiratory syncytial virus,,2024-03-28,2024-04-23,N,2024,,
758,"The Kensington Gardens (North Building) - 1E (North), 1E, 2E & 2W",45 Brunswick Ave,LTCH,Enteric,Norovirus,,2024-03-28,2024-04-16,N,2024,,
759,Chartwell Guildwood Retirement Residence - 4th Fl,65 Livingston Rd,Retirement Home,Respiratory,Influenza A (Not subtyped),,2024-03-28,2024-04-03,N,2024,,
760,The Wexford - 5th Fl,1860 Lawrence Ave E,LTCH,Respiratory,Metapneumovirus,,2024-03-27,2024-04-02,N,2024,,
761,Centre For Addiction and Mental Health - Unit 1-3,1001 Queen St W,Hospital-Psychiatric,Respiratory,Influenza A (Not subtyped),,2024-03-26,2024-04-03,N,2024,,
762,Wellesley Central Place - 4W & 4E,160 Wellesley St E,LTCH,Respiratory,COVID-19,,2024-03-26,2024-04-07,N,2024,,
763,St. George Care Community - 5th Fl,225 St. George St,LTCH,Respiratory,COVID-19,,2024-03-26,2024-04-03,N,2024,,
764,Fairview Nursing Home - 2nd Fl,14 Cross St,LTCH,Respiratory,Unable to identify,,2024-03-25,2024-04-02,N,2024,,
765,North York General Hospital - Seniors' Health Centre - 4th Fl,2 Buchan Crt,LTCH,Respiratory,Coronavirus*,,2024-03-25,2024-04-02,N,2024,,
766,Parkland On Eglinton West - MC4 West,4650 Eglinton Ave W,Retirement Home,Enteric,Unable to identify,,2024-03-25,2024-05-06,N,2024,,
767,Centre For Addiction and Mental Health - Queen Street Site - GAU A,1001 Queen St West,Hospital-Psychiatric,Respiratory,COVID-19,,2024-03-24,2024-04-01,N,2024,,
768,Cheltenham Care Community - 3rd Fl,5935 Bathurst St,LTCH,Respiratory,Influenza B,,2024-03-24,2024-03-30,N,2024,,
769,New Horizons Tower,1140 Bloor St W,Retirement Home,Enteric,Norovirus,,2024-03-22,2024-04-15,N,2024,,
770,Unity Health Toronto - Houses Of Providence - 2E (Spruce & Chestnut),3276 St. Clair Ave E,LTCH,Respiratory,Parainfluenza,,2024-03-22,2024-04-04,N,2024,,
771,Belmont House - 2WW,55 Belmont St,LTCH,Respiratory,Parainfluenza,,2024-03-22,2024-04-14,N,2024,,
772,Craiglee Nursing Home - 2 East & 3 East,102 Craiglee Dr,LTCH,Respiratory,Metapneumovirus,,2024-03-21,2024-04-10,N,2024,,
773,Cedarhurst Dementia Care Home - 1E & 2E,2601 Bayview Ave,Retirement Home,Respiratory,COVID-19,,2024-03-21,2024-03-28,N,2024,,
774,Baycrest Hospital - North York - H7W,3560 Bathurst St,Hospital-Chronic Care,Respiratory,COVID-19,,2024-03-21,2024-04-01,N,2024,,
775,Norwood Nursing Home - 2nd Fl,122 Tyndall Ave,LTCH,Respiratory,Metapneumovirus,,2024-03-20,2024-04-03,N,2024,,
776,Amica Bayview Gardens,19 Rean Dr,Retirement Home,Respiratory,Coronavirus*,Enterovirus/ Rhinovirus,2024-03-20,2024-04-03,N,2024,,
777,Chester Village - 2 West Topaz,3555 Danforth Ave,LTCH,Respiratory,Parainfluenza,,2024-03-20,2024-03-26,N,2024,,
778,North York General Hospital - General Site - 7W,4001 Leslie St,Hospital-Acute Care,Respiratory,Influenza A (H1),,2024-03-20,2024-03-28,N,2024,,
779,Labdara Lithuanian Nursing Home - 2nd Fl,5 Resurrection Rd,LTCH,Respiratory,Unable to identify,,2024-03-19,2024-03-28,N,2024,,
780,Labdara Lithuanian Nursing Home - 1st Fl,5 Resurrection Rd,LTCH,Respiratory,COVID-19,,2024-03-19,2024-04-02,N,2024,,
