_id,Institution Name,Institution Address,Outbreak Setting,Type of Outbreak,Causative Agent-1,Causative Agent-2,Date Outbreak Began,Date Declared Over,Active,Year,Outbreak Duration (days)
5219,Kipling Acres - 3 South East & 3 North East,2233 Kipling Ave,ltch,respiratory,Coronavirus*,Metapneumovirus,2024-04-29,2024-05-12,n,2024,13
5220,Carefree Lodge - 1st Fl,306 Finch Ave E,ltch,respiratory,COVID-19,N/A,2024-04-29,2024-05-07,n,2024,8
5221,Labdara Lithuanian Nursing Home - 3rd Fl,5 Ressurection Rd,ltch,respiratory,Coronavirus*,Parainfluenza PIV I,2024-04-29,2024-05-21,n,2024,22
5222,Tony Stacey Centre for Veterans Care,59 Lawson Rd,ltch,respiratory,Coronavirus*,Parainfluenza,2024-04-29,2024-05-15,n,2024,16
5223,Trillium Health Partners - McCall Continuing Care - 4th Fl,140 Sherway Dr,hospital-chronic care,respiratory,COVID-19,N/A,2024-04-27,2024-05-09,n,2024,12
5224,University Health Network - Princess Margaret - 15A,610 University Ave,hospital-acute care,respiratory,COVID-19,N/A,2024-04-27,2024-05-05,n,2024,8
5225,St George Care Community - 3rd Fl,225 St. George St,ltch,respiratory,Coronavirus*,N/A,2024-04-26,2024-05-06,n,2024,10
5226,Baycrest Apotex Centre - Jewish Home for the Aged - 7GS,3560 Bathurst St,ltch,respiratory,Metapneumovirus,N/A,2024-04-26,2024-05-05,n,2024,9
5227,Unity Health Toronto - St. Joseph's - 4M,30 The Queensway,hospital-acute care,respiratory,COVID-19,N/A,2024-04-25,2024-05-01,n,2024,6
5228,Chester Village LTC - 2E,3555 Danforth Ave,ltch,respiratory,COVID-19,N/A,2024-04-25,2024-05-13,n,2024,18
5229,Runnymede Healthcare Centre - 4E,625 Runnymede Rd,hospital-chronic care,respiratory,Metapneumovirus,Parainfluenza,2024-04-25,2024-05-16,n,2024,21
5230,Norfinch Care Community - 2A,22 Norfinch Dr,ltch,respiratory,Metapneumovirus,N/A,2024-04-23,2024-05-05,n,2024,12
5231,The Kensington Gardens (South Building) - S2E,25 Brunswick Ave,ltch,respiratory,Parainfluenza,Metapneumovirus,2024-04-23,2024-05-09,n,2024,16
5232,Age Care Trilogy Long Term Care - 6th Fl,340 McCowan Rd,ltch,respiratory,COVID-19,N/A,2024-04-23,2024-04-30,n,2024,7
5233,Midland Gardens Care Community - 3rd & 6th Fl,130 Midland Ave,ltch,enteric,Norovirus,N/A,2024-04-22,2024-05-06,n,2024,14
5234,Trillium Health Partners - McCall Centre For Continuing Care - 3rd Fl,140 Sherway Dr,hospital-chronic care,respiratory,Influenza A (Not subtyped),N/A,2024-04-22,2024-05-04,n,2024,12
5235,University Health Network - Toronto Western - 8A,399 Bathurst St,hospital-acute care,respiratory,COVID-19,N/A,2024-04-22,2024-05-07,n,2024,15
5236,Extendicare Guildwood,60 Guildwood Pky,ltch,respiratory,Metapneumovirus,Parainfluenza,2024-04-22,2024-05-02,n,2024,10
5237,Yee Hong Centre - 2 North & 2 South,60 Scottfield Dr,ltch,respiratory,Rhinovirus,Enterovirus,2024-04-21,2024-05-09,n,2024,18
5238,Centre For Addiction and Mental Health - 3rd Fl (Unit 3-3),1001 Queen St West,hospital-psychiatric,respiratory,COVID-19,N/A,2024-04-20,2024-05-06,n,2024,16
5239,Retirement Suites by the Lake,2121 Kingston Rd,retirement home,respiratory,Coronavirus*,N/A,2024-04-19,2024-05-06,n,2024,17
5240,Nisbet Lodge - Toronto - 4th Fl,740 Pape Ave,ltch,respiratory,COVID-19,N/A,2024-04-19,2024-04-26,n,2024,7
5241,Meighen Retirement Residence - 3rd Fl,84 Davisville Ave,retirement home,respiratory,Metapneumovirus,N/A,2024-04-19,2024-04-29,n,2024,10
5242,Midland Gardens Care Community - 5th Fl,130 Midland Ave,ltch,respiratory,Unable to identify,N/A,2024-04-18,2024-04-27,n,2024,9
5243,"Weston Gardens Retirement Residence - 3rd, 4th & 5th Fl",303 Queens Dr,retirement home,respiratory,COVID-19,N/A,2024-04-18,2024-04-29,n,2024,11
5244,Kensington Gardens (North Building) - 2 West,45 Brunswick Ave,ltch,respiratory,Parainfluenza,N/A,2024-04-18,2024-04-23,n,2024,5
5245,Chartwell Avondale Retirement Home,1238 Queen St E,retirement home,enteric,Unable to identify,N/A,2024-04-17,2024-04-27,n,2024,10
5246,True Davidson Acres - 3rd Fl,200 Dawes Rd,ltch,respiratory,Metapneumovirus,N/A,2024-04-17,2024-04-26,n,2024,9
5247,Yee Hong Centre - 2F,2311 McNicoll Ave,ltch,enteric,Unable to identify,N/A,2024-04-17,2024-04-24,n,2024,7
5248,Presentation Manor,61 Fairfax Cres,retirement home,enteric,Norovirus,N/A,2024-04-17,2024-05-09,n,2024,22
5249,Bendale Acres - 1 W,2920 Lawrence Ave E,ltch,enteric,Unable to identify,N/A,2024-04-15,2024-04-22,n,2024,7
5250,Baycrest Apotex Centre - Jewish Home For The Aged - 6GS,3560 Bathurst St,ltch,respiratory,Metapneumovirus,Coronavirus*,2024-04-15,2024-05-02,n,2024,17
5251,Christie Gardens - Cedarvale Neighbourhood,600 Melita Cres,retirement home,respiratory,COVID-19,N/A,2024-04-15,2024-04-29,n,2024,14
5252,Chartwell Scarlett Heights Retirement Residence,4500 Eglinton Ave W,retirement home,enteric,Norovirus,N/A,2024-04-13,2024-04-30,n,2024,17
5253,Centre For Addiction and Mental Health - GAU A,1001 Queen St W,hospital-psychiatric,respiratory,Respiratory syncytial virus,N/A,2024-04-12,2024-04-26,n,2024,14
5254,The Wexford Residence,1860 Lawrence Ave E,ltch,respiratory,Coronavirus*,"Metapneumovirus, Parainfluenza",2024-04-12,2024-05-06,n,2024,24
5255,The Rekai Centres - Sherbourne Place - 4th Fl,345 Sherbourne St,ltch,respiratory,Unable to identify,N/A,2024-04-12,2024-04-28,n,2024,16
5256,The Donway Place,8 The Donway E,retirement home,respiratory,Influenza A (H1N1),N/A,2024-04-12,2024-04-29,n,2024,17
5257,The Village Of Humber Heights Retirement Home,2245 Lawrence Ave W,retirement home,enteric,Unable to identify,N/A,2024-04-11,2024-04-25,n,2024,14
5258,Baycrest Apotex Centre - Jewish Home For The Aged - 7RF,3560 Bathurst St,ltch,respiratory,Influenza B,N/A,2024-04-11,2024-04-22,n,2024,11
5259,Trillium Health Partners - McCall Continuing Care - 3rd Fl,140 Sherway Drive,hospital-chronic care,respiratory,COVID-19,N/A,2024-04-10,2024-05-07,n,2024,27
5260,McCall Centre for Continuing Care - 2nd Fl,140 Sherway Dr,hospital-chronic care,respiratory,Parainfluenza,N/A,2024-04-09,2024-04-24,n,2024,15
5261,Lakeside Long Term Care - 2nd Fl,150 Dunn Ave,ltch,respiratory,Rhinovirus,N/A,2024-04-09,2024-04-17,n,2024,8
5262,Weston Terrace Care Community - 2B,2005 Lawrence Ave W,ltch,respiratory,COVID-19,N/A,2024-04-09,2024-04-19,n,2024,10
5263,Castleview Wychwood Towers - 4th Fl,351 Christie St,ltch,respiratory,COVID-19,N/A,2024-04-09,2024-05-01,n,2024,22
5264,Chartwell Scarlett Heights Retirement Residence - 2nd Fl Memory Living Unit,4005 Eglinton Ave W,retirement home,respiratory,Unable to identify,N/A,2024-04-09,2024-04-17,n,2024,8
5265,Bill McMurray Residence,180 Sheridan Ave,retirement home,respiratory,COVID-19,N/A,2024-04-08,2024-04-18,n,2024,10
5266,Hawthorne Place Care Centre - 2nd Fl,2045 Finch Ave W,ltch,respiratory,COVID-19,N/A,2024-04-08,2024-04-29,n,2024,21
5267,Ehatare Nursing Home - 4th Fl,40 Old Kingston Rd,ltch,respiratory,COVID-19,N/A,2024-04-08,2024-04-22,n,2024,14
5268,Ukrainian Canadian Care Centre - 2nd & 3rd Fl,60 Richview Rd,ltch,respiratory,Parainfluenza,N/A,2024-04-08,2024-04-25,n,2024,17
5269,West Park Healthcare Centre - 3 West F,82 Buttonwood Ave,hospital-chronic care,respiratory,Metapneumovirus,N/A,2024-04-06,2024-04-15,n,2024,9
5270,"Harold And Grace Baker Centre - 3rd, 4th, 5th & 6th Fl",1 Northwestern Ave,retirement home,enteric,Unable to identify,N/A,2024-04-05,2024-04-19,n,2024,14
5271,Craiglee Nursing Home - 3 West,102 Craiglee Dr,ltch,respiratory,COVID-19,N/A,2024-04-05,2024-04-23,n,2024,18
5272,UHN - Toronto General Hospital - 7MB,200 Elizabeth St,hospital-acute care,respiratory,Influenza B,N/A,2024-04-05,2024-04-11,n,2024,6
5273,Cheltenham Care Community - 3rd Fl North,5935 Bathurst St,ltch,respiratory,Metapneumovirus,N/A,2024-04-04,2024-05-02,n,2024,28
5274,Bendale Acres - 1 West,2920 Lawrence Ave E,ltch,respiratory,Influenza A (Not subtyped),N/A,2024-04-03,2024-04-11,n,2024,8
5275,Bendale Acres - 1W & 4th Fl,2920 Lawrence Ave E,ltch,respiratory,Unable to identify,N/A,2024-04-03,2024-04-22,n,2024,19
5276,Unity Health Toronto - St. Michael's - 8G,30 Bond St,hospital-acute care,respiratory,COVID-19,N/A,2024-04-03,2024-04-09,n,2024,6
5277,Unity Health Toronto - Houses of Providence - 3W (Walnut & Poplar),3276 St. Clair Ave E,ltch,respiratory,Parainfluenza,N/A,2024-04-03,2024-04-21,n,2024,18
5278,West Park  Healthcare Centre - 3 East A,82 Buttonwood Ave,hospital-chronic care,respiratory,COVID-19,N/A,2024-04-03,2024-04-10,n,2024,7
5279,Centre For Addiction and Mental Health - Unit 1-5,1001 Queen St West,hospital-psychiatric,respiratory,COVID-19,N/A,2024-04-02,2024-04-19,n,2024,17
5280,Weston Terrace Care Community - 2A,2005 Lawrence Ave W,ltch,enteric,Norovirus,N/A,2024-04-02,2024-04-09,n,2024,7
5281,Mon Sheong Scarborugh LTC Centre - 3 North,2030 McNicoll Ave,ltch,respiratory,Coronavirus*,N/A,2024-04-02,2024-04-18,n,2024,16
5282,The Village Of Humber Heights,2245 Lawrence Ave W,ltch,enteric,Unable to identify,N/A,2024-04-02,2024-04-22,n,2024,20
5283,West Park Healthcare Centre - 3 East A,82 Buttonwood Ave,hospital-chronic care,respiratory,Metapneumovirus,N/A,2024-04-02,2024-04-10,n,2024,8
5284,West Park Long Term Care Centre - Hughes & Prittie,82 Buttonwood Ave,ltch,respiratory,COVID-19,N/A,2024-04-02,2024-04-17,n,2024,15
5285,The Kensington Gardens (South Building) - 1E (South) & 3W (South),25 Brunswick Ave,ltch,respiratory,Unable to identify,N/A,2024-04-01,2024-04-18,n,2024,17
5286,The Kensington Gardens (South Building) - 4W (South),25 Brunswick Ave,ltch,enteric,Unable to identify,N/A,2024-04-01,2024-04-15,n,2024,14
5287,"Belmont House - 3W, 4W & 5W",55 Belmont St,ltch,respiratory,Parainfluenza,N/A,2024-04-01,2024-04-23,n,2024,22
5288,Extendicare Rouge Valley - 1st Fl,551 Collins Rd,ltch,enteric,Norovirus,N/A,2024-04-01,2024-04-12,n,2024,11
5289,Copernicus Lodge,66 Roncesvalles Ave,ltch,respiratory,Metapneumovirus,N/A,2024-04-01,2024-04-18,n,2024,17
5290,Suomi-Koti Toronto Nursing Home - 7th Fl,795 Eglinton Ave E,ltch,respiratory,Metapneumovirus,N/A,2024-04-01,2024-04-15,n,2024,14
5291,"Glen Rouge Community - Wing 1,2 3 & 4",92 Island Rd,ltch,respiratory,Influenza A (H1),Coronavirus*,2024-04-01,2024-04-23,n,2024,22
5292,Harold and Grace Baker Centre LTCH - Wing A,1 Northwestern Ave,ltch,respiratory,COVID-19,N/A,2024-03-31,2024-04-11,n,2024,11
5293,Harold And Grace Baker Centre - A Wing & C Wing,1 Northwestern Ave,ltch,enteric,Norovirus,Clostridium difficile,2024-03-30,2024-04-16,n,2024,17
5294,Wesburn Manor - 4th Fl,400 The West Mall,retirement home,respiratory,Metapneumovirus,N/A,2024-03-30,2024-04-10,n,2024,11
5295,Extendicare Guildwood,60 Guildwood Pky,ltch,respiratory,Parainfluenza,N/A,2024-03-30,2024-04-15,n,2024,16
5296,Carefree Lodge,306 Finch Ave E,ltch,respiratory,Coronavirus*,N/A,2024-03-29,2024-04-13,n,2024,15
5297,Leaside Retirement Residence - 2nd Fl,14 William Morgan Dr,retirement home,respiratory,COVID-19,N/A,2024-03-28,2024-04-11,n,2024,14
5298,RCC Church Site - St. Joseph's Health Centre - 4B,200 Church St,hospital-chronic care,respiratory,Respiratory syncytial virus,N/A,2024-03-28,2024-04-23,n,2024,26
5299,"The Kensington Gardens (North Building) - 1E (North), 1E, 2E & 2W",45 Brunswick Ave,ltch,enteric,Norovirus,N/A,2024-03-28,2024-04-16,n,2024,19
5300,Chartwell Guildwood Retirement Residence - 4th Fl,65 Livingston Rd,retirement home,respiratory,Influenza A (Not subtyped),N/A,2024-03-28,2024-04-03,n,2024,6
5301,The Wexford - 5th Fl,1860 Lawrence Ave E,ltch,respiratory,Metapneumovirus,N/A,2024-03-27,2024-04-02,n,2024,6
5302,Centre For Addiction and Mental Health - Unit 1-3,1001 Queen St W,hospital-psychiatric,respiratory,Influenza A (Not subtyped),N/A,2024-03-26,2024-04-03,n,2024,8
5303,Wellesley Central Place - 4W & 4E,160 Wellesley St E,ltch,respiratory,COVID-19,N/A,2024-03-26,2024-04-07,n,2024,12
5304,St. George Care Community - 5th Fl,225 St. George St,ltch,respiratory,COVID-19,N/A,2024-03-26,2024-04-03,n,2024,8
5305,Fairview Nursing Home - 2nd Fl,14 Cross St,ltch,respiratory,Unable to identify,N/A,2024-03-25,2024-04-02,n,2024,8
5306,North York General Hospital - Seniors' Health Centre - 4th Fl,2 Buchan Crt,ltch,respiratory,Coronavirus*,N/A,2024-03-25,2024-04-02,n,2024,8
5307,Parkland On Eglinton West - MC4 West,4650 Eglinton Ave W,retirement home,enteric,Unable to identify,N/A,2024-03-25,2024-05-06,n,2024,42
5308,Centre For Addiction and Mental Health - Queen Street Site - GAU A,1001 Queen St West,hospital-psychiatric,respiratory,COVID-19,N/A,2024-03-24,2024-04-01,n,2024,8
5309,Cheltenham Care Community - 3rd Fl,5935 Bathurst St,ltch,respiratory,Influenza B,N/A,2024-03-24,2024-03-30,n,2024,6
5310,New Horizons Tower,1140 Bloor St W,retirement home,enteric,Norovirus,N/A,2024-03-22,2024-04-15,n,2024,24
5311,Unity Health Toronto - Houses Of Providence - 2E (Spruce & Chestnut),3276 St. Clair Ave E,ltch,respiratory,Parainfluenza,N/A,2024-03-22,2024-04-04,n,2024,13
5312,Belmont House - 2WW,55 Belmont St,ltch,respiratory,Parainfluenza,N/A,2024-03-22,2024-04-14,n,2024,23
5313,Craiglee Nursing Home - 2 East & 3 East,102 Craiglee Dr,ltch,respiratory,Metapneumovirus,N/A,2024-03-21,2024-04-10,n,2024,20
5314,Cedarhurst Dementia Care Home - 1E & 2E,2601 Bayview Ave,retirement home,respiratory,COVID-19,N/A,2024-03-21,2024-03-28,n,2024,7
5315,Baycrest Hospital - North York - H7W,3560 Bathurst St,hospital-chronic care,respiratory,COVID-19,N/A,2024-03-21,2024-04-01,n,2024,11
5316,Norwood Nursing Home - 2nd Fl,122 Tyndall Ave,ltch,respiratory,Metapneumovirus,N/A,2024-03-20,2024-04-03,n,2024,14
5317,Amica Bayview Gardens,19 Rean Dr,retirement home,respiratory,Coronavirus*,Enterovirus/ Rhinovirus,2024-03-20,2024-04-03,n,2024,14
5318,Chester Village - 2 West Topaz,3555 Danforth Ave,ltch,respiratory,Parainfluenza,N/A,2024-03-20,2024-03-26,n,2024,6
5319,North York General Hospital - General Site - 7W,4001 Leslie St,hospital-acute care,respiratory,Influenza A (H1),N/A,2024-03-20,2024-03-28,n,2024,8
5320,Labdara Lithuanian Nursing Home - 2nd Fl,5 Resurrection Rd,ltch,respiratory,Unable to identify,N/A,2024-03-19,2024-03-28,n,2024,9
5321,Labdara Lithuanian Nursing Home - 1st Fl,5 Resurrection Rd,ltch,respiratory,COVID-19,N/A,2024-03-19,2024-04-02,n,2024,14
5322,Centre For Addiction and Mental Health - Queen Street Site - PRT5,1001 Queen St West,hospital-psychiatric,respiratory,COVID-19,N/A,2024-03-18,2024-03-25,n,2024,7
5323,Queens Estate Retirement Residence - 3rd Fl,265 Queens Dr,retirement home,respiratory,Coronavirus*,N/A,2024-03-18,2024-03-27,n,2024,9
5324,Unity Health Toronto - St. Joseph's Health Centre - 4M,30 The Queensway,hospital-acute care,enteric,Norovirus,N/A,2024-03-18,2024-03-26,n,2024,8
5325,Rockcliffe Care Community - Scarborough - 1st Fl,3015 Lawrence Ave E,ltch,respiratory,COVID-19,N/A,2024-03-18,2024-03-28,n,2024,10
5326,Craiglee Nursing Home - Scarborough - 1 East,102 Craiglee Dr,ltch,respiratory,COVID-19,N/A,2024-03-17,2024-04-03,n,2024,17
5327,Hellenic Home Scarborough - 1st Fl,2411 Lawrence Ave E,ltch,respiratory,Influenza A (Not subtyped),N/A,2024-03-16,2024-04-02,n,2024,17
5328,Villa Colombo Homes For The Aged - Fidani Unit,40 Playfair Ave,ltch,respiratory,Coronavirus*,N/A,2024-03-16,2024-03-26,n,2024,10
5329,Eatonville Care Centre - 3rd Fl,420 The East Mall,ltch,respiratory,Coronavirus*,N/A,2024-03-16,2024-03-27,n,2024,11
5330,Cummer Lodge - 3 North,205 Cummer Ave,ltch,respiratory,Influenza A (Not subtyped),N/A,2024-03-15,2024-03-22,n,2024,7
5331,UHN - Toronto Western Hosptial - 8B,399 Bathurst St,hospital-acute care,respiratory,Respiratory syncytial virus,N/A,2024-03-15,2024-04-02,n,2024,18
5332,Unity Health Toronto - St. Joseph's - 7M,30 The Queensway,hospital-acute care,respiratory,COVID-19,N/A,2024-03-14,2024-03-27,n,2024,13
5333,Baycrest Hospital CCC - BH4E,3560 Bathurst St,hospital-chronic care,respiratory,Metapneumovirus,N/A,2024-03-14,2024-03-27,n,2024,13
5334,TEHN - Michael Garron Hospital - A3,825 Coxwell Ave,hospital-acute care,enteric,Unable to identify,N/A,2024-03-14,2024-03-22,n,2024,8
5335,The Salvation Army-Toronto Grace Health Ctre-Specialized Care - 5th Fl,1020 McNicoll Ave,hospital-chronic care,enteric,Norovirus,N/A,2024-03-13,2024-03-19,n,2024,6
5336,"Shepherd Lodge - 2S, 3N, 3S, 6N & 6S",3760 Sheppard Ave E,ltch,respiratory,Metapneumovirus,N/A,2024-03-13,2024-04-29,n,2024,47
5337,"Tendercare Living Centre - 2E, 2W & 3W",1020 McNicoll Ave,ltch,enteric,Unable to identify,N/A,2024-03-11,2024-03-18,n,2024,7
5338,Toronto Rehabilitation Institute - Bickle Centre - N5B,130 Dunn Ave,hospital-chronic care,respiratory,Respiratory syncytial virus,N/A,2024-03-11,2024-03-16,n,2024,5
5339,The Wexford Residence - 6th Fl,1860 Lawrence Ave E,ltch,respiratory,Parainfluenza,N/A,2024-03-11,2024-03-22,n,2024,11
5340,William Osler Health System - 8W (Surgical Unit),101 Humber College Blvd,hospital-acute care,respiratory,COVID-19,N/A,2024-03-10,2024-03-18,n,2024,8
5341,True Davidson Acres - Toronto - 5th Fl,200 Dawes Rd,ltch,respiratory,COVID-19,N/A,2024-03-09,2024-03-17,n,2024,8
5342,The Village of Humber Heights - Lambton,2245 Lawrence Ave W,ltch,respiratory,Coronavirus*,N/A,2024-03-09,2024-03-21,n,2024,12
5343,Cummer Lodge - 3 North,205 Cummer Ave,ltch,respiratory,Influenza A (Not subtyped),N/A,2024-03-07,2024-03-15,n,2024,8
5344,Runnymede Healthcare Centre - 3W,625 Runnymede Rd,hospital-chronic care,respiratory,Respiratory syncytial virus,Coronavirus*,2024-03-07,2024-03-15,n,2024,8
5345,McNicoll Manor/ Moll Berczy Haus - 5E,1020 McNicoll Ave,ltch,enteric,Norovirus,N/A,2024-03-05,2024-03-17,n,2024,12
5346,William Osler Health System - Etibicoke Hospital - 7W,101 Humber College Blvd,hospital-acute care,respiratory,Influenza A (Not subtyped),N/A,2024-03-04,2024-03-16,n,2024,12
5347,Harmony Hills Care Community - Building 1 (2B),1800 O'Connor Drive,ltch,respiratory,COVID-19,N/A,2024-03-04,2024-03-19,n,2024,15
5348,Extendicare Rogue Valley - Medowvale Unit,551 Conlins Rd,ltch,respiratory,Parainfluenza,N/A,2024-03-04,2024-03-15,n,2024,11
5349,"Weston Garden Retirement Residence - 2nd, 3rd, 4th & 5th Fl",303 Queens Dr,retirement home,respiratory,Coronavirus*,N/A,2024-03-02,2024-03-22,n,2024,20
5350,"Meighen Retirement Residence - 3rd, 4th & 5th Fls",84 Davisville Ave,retirement home,respiratory,COVID-19,N/A,2024-03-01,2024-03-12,n,2024,11
5351,Humber Valley Terrace - 2nd Fl,95 Humber Blvd E,ltch,respiratory,Unable to identify,N/A,2024-03-01,2024-03-20,n,2024,19
5352,Rekai Centre - Wellesley Central Place - 4th Fl,160 Wellesley St E,ltch,respiratory,Coronavirus*,N/A,2024-02-29,2024-03-11,n,2024,11
5353,Castleview Wynchwood Towers - 2W,351 Christie St,ltch,respiratory,Coronavirus*,N/A,2024-02-29,2024-03-15,n,2024,15
5354,Chester Village - 3E (Jade),3555 Danforth Ave,ltch,respiratory,Parainfluenza,N/A,2024-02-29,2024-03-14,n,2024,14
5355,Craiglee Nursing Home - 1W,102 Craiglee Ave,ltch,respiratory,Influenza A (Not subtyped),N/A,2024-02-28,2024-03-06,n,2024,7
5356,Chartwell Grenadier Retirement Residence,2100 Bloor St W,retirement home,enteric,Norovirus,N/A,2024-02-28,2024-03-17,n,2024,18
5357,West Park Long Term Care Centre - Humber & York,82 Buttonwood Ave,ltch,respiratory,Metapneumovirus,N/A,2024-02-28,2024-03-08,n,2024,9
5358,Unity Health Toronto - Houses of Providence - HOP 1E Redwood,3276 St Clair Ave E,ltch,respiratory,COVID-19,N/A,2024-02-27,2024-03-06,n,2024,8
5359,Chartwell Lansing Retirement Residence - 3rd Fl,10 Senlac Rd,retirement home,respiratory,Unable to identify,N/A,2024-02-26,2024-03-09,n,2024,12
5360,Kennedy Lodge - 3 North,1400 Kennedy Rd,ltch,respiratory,COVID-19,N/A,2024-02-26,2024-03-05,n,2024,8
5361,A Better Way Retirement Home,34 Middleport Cres,retirement home,respiratory,COVID-19,N/A,2024-02-26,2024-03-02,n,2024,5
5362,Unity Health Toronto - Providence - B3,3276 St. Clair Ave East,hospital-chronic care,respiratory,COVID-19,N/A,2024-02-25,2024-03-05,n,2024,9
5363,Sunnybrook Health Sciences Centre - PICU,2075 Bayview Ave,hospital-acute care,enteric,Unable to identify,N/A,2024-02-24,2024-02-29,n,2024,5
5364,Deerwood Creek Care Community - 2A,70 Humberline Dr,ltch,respiratory,COVID-19,N/A,2024-02-23,2024-03-03,n,2024,9
5365,Scarborough Retirement Residence,148 Markham Rd,retirement home,enteric,Norovirus,N/A,2024-02-22,2024-03-04,n,2024,11
5366,Extendicare Rouge Valley - 3rd Fl,551 Conlins Rd,ltch,respiratory,Parainfluenza,N/A,2024-02-22,2024-02-26,n,2024,4
5367,Wellesley Central Place - 4 West,160 Wellesley St E,ltch,respiratory,COVID-19,N/A,2024-02-21,2024-02-29,n,2024,8
5368,Fudger House - 2nd Fl,439 Sherbourne St,ltch,respiratory,Influenza A (Not subtyped),Parainfluenza,2024-02-21,2024-03-07,n,2024,15
5369,Yee Hong Centre - Finch - 2nd Fl (North),60 Scottfield Dr,ltch,respiratory,Coronavirus*,N/A,2024-02-21,2024-02-25,n,2024,4
5370,Craiglee Nursing Home - 2E,102 Craiglee Dr,ltch,respiratory,COVID-19,N/A,2024-02-20,2024-02-28,n,2024,8
5371,"Eatonville Care Centre - 2nd, 4th & 5th Fl",420 The East Mall,ltch,respiratory,Coronavirus*,N/A,2024-02-20,2024-03-15,n,2024,24
5372,Chartwell Guildwood Retirement Residence,65 Livingston Rd,retirement home,respiratory,COVID-19,N/A,2024-02-20,2024-03-11,n,2024,20
5373,Lakeside Long Term Care Centre - 4th Fl Cardinal House,150 Dunn Ave,ltch,respiratory,Rhinovirus,N/A,2024-02-19,2024-03-05,n,2024,15
5374,Age Care Trilogy - 4th & 5th Fl,340 McCowan Rd,ltch,enteric,Unable to identify,N/A,2024-02-19,2024-03-05,n,2024,15
